id,nct_id,phase
4266,NCT02317640,PHASE2
4267,NCT03197740,PHASE3
4268,NCT05402540,NA
4269,NCT00409240,PHASE3
4270,NCT00489840,PHASE1
4271,NCT00489840,PHASE2
4272,NCT01567540,PHASE1
4273,NCT05607940,PHASE2
4274,NCT05607940,PHASE3
4275,NCT05184140,NA
4276,NCT00495040,PHASE2
4277,NCT03318289,NA
4278,NCT01832389,NA
4279,NCT05481489,PHASE1
4280,NCT05750589,PHASE3
4281,NCT03628989,NA
4282,NCT05083689,PHASE2
4283,NCT05083689,PHASE3
4284,NCT07281989,NA
4285,NCT03956589,PHASE4
4286,NCT06674889,NA
4287,NCT02516189,NA
4288,NCT03743389,NA
4289,NCT00005089,PHASE2
4290,NCT01634789,PHASE1
4291,NCT06873789,PHASE1
4292,NCT06873789,PHASE2
4293,NCT02365389,PHASE2
4294,NCT02365389,PHASE3
4295,NCT02812589,NA
4296,NCT07307989,PHASE2
4297,NCT04367389,NA
4298,NCT01571089,NA
4299,NCT03190889,NA
4300,NCT00866489,PHASE1
4301,NCT04151589,NA
4302,NCT04410289,NA
4303,NCT04306289,NA
4304,NCT05556889,NA
4305,NCT00482989,PHASE1
4306,NCT03825068,NA
4307,NCT03838068,PHASE2
4308,NCT03838068,PHASE3
4309,NCT02458768,PHASE4
4310,NCT04993768,PHASE2
4311,NCT03032068,NA
4312,NCT02523768,PHASE4
4313,NCT06518668,PHASE1
4314,NCT03217968,NA
4315,NCT02447068,NA
4316,NCT03769168,PHASE3
4317,NCT05778968,NA
4318,NCT04923568,NA
4319,NCT03929068,PHASE1
4320,NCT07081568,NA
4321,NCT03295968,NA
4322,NCT06422468,NA
4323,NCT03372850,PHASE1
4324,NCT07114250,NA
4325,NCT03931850,NA
4326,NCT02678650,PHASE4
4327,NCT01790750,NA
4328,NCT04191850,NA
4329,NCT07570550,NA
4330,NCT00274950,PHASE3
4331,NCT02193750,NA
4332,NCT03014050,EARLY_PHASE1
4333,NCT01412450,PHASE4
4334,NCT06277791,PHASE2
4335,NCT07155291,NA
4336,NCT01214291,PHASE3
4337,NCT04304391,NA
4338,NCT00826891,PHASE2
4339,NCT05740891,PHASE1
4340,NCT04062591,EARLY_PHASE1
4341,NCT03718091,PHASE2
4342,NCT01407991,PHASE2
4343,NCT06657391,PHASE2
4344,NCT01690091,PHASE2
4345,NCT01690091,PHASE3
4346,NCT05306691,EARLY_PHASE1
4347,NCT06294691,PHASE3
4348,NCT05857891,NA
4349,NCT06054191,PHASE2
4350,NCT06828991,PHASE2
4351,NCT03681691,PHASE1
4352,NCT02559791,PHASE2
4353,NCT02559791,PHASE3
4354,NCT00032591,PHASE4
4355,NCT01396291,PHASE3
4356,NCT01316991,NA
4357,NCT01886391,NA
4358,NCT03235674,NA
4359,NCT02291874,PHASE4
4360,NCT00004874,PHASE3
4361,NCT00681174,PHASE4
4362,NCT02528474,NA
4363,NCT03464474,NA
4364,NCT03851874,NA
4365,NCT05253274,NA
4366,NCT05407974,NA
4367,NCT00237874,PHASE2
4368,NCT00237874,PHASE3
4369,NCT00103974,PHASE1
4370,NCT04525274,NA
4371,NCT05833074,NA
4372,NCT03316274,EARLY_PHASE1
4373,NCT01030874,NA
4374,NCT05141474,EARLY_PHASE1
4375,NCT06272474,NA
4376,NCT02687074,NA
4377,NCT01026974,PHASE2
4378,NCT00300274,PHASE3
4379,NCT00230074,PHASE2
4380,NCT07411274,PHASE3
4381,NCT07334574,PHASE1
4382,NCT05901974,PHASE2
4383,NCT05757518,NA
4384,NCT05199818,PHASE3
4385,NCT05606718,PHASE4
4386,NCT03561818,NA
4387,NCT02293018,PHASE1
4388,NCT02293018,PHASE2
4389,NCT00349518,PHASE2
4390,NCT00349518,PHASE3
4391,NCT04283318,NA
4392,NCT07455318,PHASE3
4393,NCT05410418,PHASE2
4394,NCT03010618,NA
4395,NCT00058318,PHASE2
4396,NCT01708018,NA
4397,NCT05134818,NA
4398,NCT00991718,PHASE1
4399,NCT04041518,NA
4400,NCT07307118,NA
4401,NCT01641718,NA
4402,NCT01791218,NA
4403,NCT05999318,NA
4404,NCT07677618,NA
4405,NCT07567118,NA
4406,NCT03997318,PHASE3
4407,NCT06004518,NA
4408,NCT04618718,NA
4409,NCT01555190,NA
4410,NCT05433090,NA
4411,NCT01083290,PHASE1
4412,NCT04030390,NA
4413,NCT01518790,NA
4414,NCT04438590,NA
4415,NCT00071890,PHASE2
4416,NCT00292890,NA
4417,NCT02383290,NA
4418,NCT01214590,NA
4419,NCT03753490,NA
4420,NCT00036790,PHASE1
4421,NCT02405390,NA
4422,NCT00967590,PHASE2
4423,NCT04195490,NA
4424,NCT07614490,PHASE4
4425,NCT07290790,NA
4426,NCT02335190,NA
4427,NCT02498990,NA
4428,NCT06534190,PHASE2
4429,NCT07496190,PHASE2
4430,NCT07372690,NA
4431,NCT04773990,NA
4432,NCT01973790,PHASE3
4433,NCT06870890,NA
4434,NCT05711290,NA
4435,NCT04524390,PHASE2
4436,NCT02202590,NA
4437,NCT07657390,PHASE1
4438,NCT07657390,PHASE2
4439,NCT07139990,PHASE1
4440,NCT06937697,PHASE3
4441,NCT02756897,PHASE2
4442,NCT03691597,NA
4443,NCT01233297,PHASE2
4444,NCT04277897,PHASE1
4445,NCT00024297,NA
4446,NCT04667897,PHASE2
4447,NCT01527097,PHASE3
4448,NCT07583797,PHASE2
4449,NCT04058197,PHASE1
4450,NCT04058197,PHASE2
4451,NCT00581997,PHASE2
4452,NCT07096297,PHASE2
4453,NCT06733597,NA
4454,NCT02355197,PHASE4
